,cluster_id
963,1
964,1
965,3
966,3
967,3
968,1
969,4
970,5
971,3
972,3
973,2
974,1
975,1
976,1
977,1
978,5
979,1
980,1
981,1
982,1
983,2
984,2
985,1
986,1
987,1
988,3
989,1
990,4
991,1
992,1
993,3
994,3
995,2
996,2
997,4
998,3
999,3
1000,3
1001,2
1002,2
1003,2
1004,3
1005,2
1006,1
1007,4
1008,2
1009,1
1010,1
1011,2
1012,1
1013,1
1014,2
1015,4
1016,2
1017,1
1018,1
1019,1
1020,3
1021,3
1022,3
1023,2
1024,1
1025,4
1026,5
1027,1
1028,2
1029,1
1030,2
1031,1
1032,1
1033,2
1034,4
1035,1
1036,3
1037,1
1038,1
1039,2
1040,1
1041,1
1042,1
1043,1
1044,3
1045,5
1046,5
1047,1
1048,2
1049,1
1050,1
1051,3
1052,2
1053,1
1054,3
1055,1
1056,1
1057,1
1058,2
1059,1
1060,1
1061,4
1062,1
1063,0
1064,3
1065,1
1066,1
1067,4
1068,1
1069,1
1070,2
1071,1
1072,2
1073,4
1074,3
1075,3
1076,4
1077,1
1078,4
1079,2
1080,3
1081,1
1082,1
1083,4
1084,4
1085,2
1086,2
1087,4
1088,1
1089,1
1090,2
1091,3
1092,2
1093,1
1094,4
1095,2
1096,1
1097,1
1098,1
1099,1
1100,1
1101,3
1102,1
1103,1
1104,1
1105,4
1106,4
1107,2
1108,1
1109,4
1110,1
1111,1
1112,1
1113,1
1114,1
1115,2
1116,4
1117,3
1118,3
1119,2
1120,3
1121,1
1122,5
1123,1
1124,5
1125,1
1126,2
1127,4
1128,1
1129,1
1130,4
1131,3
1132,4
1133,3
1134,1
1135,1
1136,3
1137,1
1138,4
1139,3
1140,4
1141,4
1142,2
1143,1
1144,3
1145,2
1146,1
1147,1
1148,1
1149,1
1150,3
1151,2
1152,3
1153,3
1154,1
1155,1
1156,1
1157,2
1158,1
1159,4
1160,1
1161,5
1162,1
1163,3
1164,3
1165,1
1166,2
1167,1
1168,1
1169,2
1170,2
1171,1
1172,1
1173,5
1174,1
1175,2
1176,3
1177,3
1178,1
1179,5
1180,3
1181,2
1182,3
1183,3
1184,2
1185,1
1186,4
1187,3
1188,2
1189,1
1190,5
1191,1
1192,3
1193,1
1194,1
1195,2
1196,2
1197,1
1198,1
1199,5
1200,1
1201,1
1202,4
1203,1
1204,3
1205,3
1206,2
1207,1
1208,1
1209,1
1210,3
1211,1
1212,4
1213,3
1214,1
1215,5
1216,1
1217,1
1218,1
1219,3
1220,5
1221,5
1222,5
1223,1
1224,2
1225,3
1226,1
1227,1
1228,4
1229,3
1230,3
1231,3
1232,2
1233,1
1234,2
1235,2
1236,3
1237,3
1238,2
1239,1
1240,1
1241,1
1242,2
1243,4
1244,4
1245,4
1246,1
1247,1
1248,2
1249,3
1250,5
1251,3
1252,1
1253,1
1254,3
1255,1
1256,1
1257,4
1258,3
1259,2
1260,1
1261,3
1262,1
1263,1
1264,3
1265,2
1266,3
1267,4
1268,5
1269,3
1270,1
1271,1
1272,1
1273,1
1274,1
1275,3
1276,2
1277,1
1278,2
1279,1
1280,3
1281,1
1282,2
1283,1
1284,4
1285,3
1286,3
1287,2
1288,1
1289,1
1290,2
1291,3
1292,3
1293,1
1294,5
1295,1
1296,5
1297,1
1298,1
1299,3
1300,1
1301,3
1302,2
1303,1
1304,1
1305,2
1306,1
1307,2
1308,5
1309,1
1310,1
1311,3
1312,4
1313,3
1314,3
1315,2
1316,4
1317,1
1318,1
1319,1
1320,5
1321,1
1322,2
1323,4
1324,4
1325,2
1326,2
1327,3
1328,3
1329,1
1330,1
1331,3
1332,3
1333,3
1334,4
1335,4
1336,4
1337,2
1338,2
1339,5
1340,2
1341,3
1342,3
1343,4
1344,5
1345,3
1346,2
1347,2
1348,1
1349,1
1350,1
1351,1
1352,1
1353,2
1354,1
1355,1
1356,5
1357,2
1358,2
1359,5
1360,3
1361,5
1362,1
1363,5
1364,1
1365,1
1366,1
1367,4
1368,2
1369,3
1370,1
1371,5
1372,1
1373,3
1374,1
1375,1
1376,4
1377,1
1378,1
1379,1
1380,2
1381,2
1382,2
1383,3
1384,4
1385,1
1386,4
1387,2
1388,5
1389,4
1390,1
1391,5
1392,3
1393,4
1394,2
1395,5
1396,5
1397,1
1398,2
1399,1
1400,5
1401,1
1402,2
1403,4
1404,4
1405,1
1406,3
1407,2
1408,2
1409,3
1410,4
1411,3
1412,5
1413,1
1414,1
1415,1
1416,2
1417,5
1418,1
1419,2
1420,3
1421,5
1422,1
1423,1
1424,1
1425,2
1426,5
1427,2
1428,1
1429,2
1430,2
1431,3
1432,1
1433,3
1434,2
1435,2
1436,1
1437,3
1438,5
1439,2
1440,2
1441,1
1442,4
1443,3
1444,1
1445,2
1446,1
1447,2
1448,4
1449,1
1450,2
1451,3
1452,2
1453,1
1454,4
1455,1
1456,1
1457,1
1458,3
1459,1
1460,4
1461,3
1462,3
1463,3
1464,1
1465,3
1466,1
1467,3
1468,1
1469,1
1470,2
1471,4
1472,2
1473,4
1474,1
1475,3
1476,2
1477,1
1478,3
1479,5
1480,2
1481,1
1482,5
1483,3
1484,3
1485,1
1486,4
1487,4
1488,4
1489,1
1490,2
1491,1
1492,2
1493,1
1494,5
1495,4
1496,1
1497,1
1498,1
1499,4
1500,1
1501,1
1502,3
1503,1
1504,1
1505,2
1506,4
1507,5
1508,1
1509,3
1510,1
1511,1
1512,5
1513,4
1514,1
1515,1
1516,1
1517,3
1518,2
1519,1
1520,1
1521,5
1522,3
1523,2
1524,2
1525,1
1526,2
1527,2
1528,3
1529,2
1530,5
1531,4
1532,1
1533,1
1534,2
1535,4
1536,2
1537,2
1538,1
1539,2
1540,3
1541,2
1542,2
1543,3
1544,3
1545,1
1546,1
1547,1
1548,2
1549,1
1550,2
1551,3
1552,4
1553,1
1554,2
1555,3
1556,4
1557,3
1558,1
1559,3
1560,1
1561,1
1562,1
1563,2
1564,2
1565,1
1566,1
1567,2
1568,5
1569,1
1570,2
1571,3
1572,3
1573,1
1574,3
1575,1
1576,3
1577,1
1578,2
1579,2
1580,3
1581,1
1582,3
1583,2
1584,4
1585,3
1586,5
1587,3
1588,5
1589,1
1590,1
1591,2
1592,2
1593,4
1594,1
1595,3
1596,1
1597,3
1598,4
1599,1
1600,2
1601,1
1602,1
1603,1
1604,1
1605,3
1606,1
1607,1
1608,2
1609,1
1610,2
1611,5
1612,5
1613,1
1614,2
1615,3
1616,1
1617,3
1618,2
1619,2
1620,2
1621,4
1622,1
1623,3
1624,1
1625,1
1626,2
1627,4
1628,3
1629,4
1630,3
1631,3
1632,1
1633,5
1634,3
1635,3
1636,2
1637,1
1638,1
1639,2
1640,4
1641,5
1642,2
1643,1
1644,1
1645,3
1646,4
1647,2
1648,5
1649,3
1650,2
1651,3
1652,1
1653,3
1654,2
1655,3
1656,2
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,3
1665,3
1666,1
1667,3
1668,3
1669,1
1670,4
1671,1
1672,2
1673,4
1674,1
1675,1
1676,1
1677,4
1678,1
1679,5
1680,4
1681,4
1682,5
1683,2
1684,3
1685,3
1686,3
1687,1
1688,1
1689,1
1690,5
1691,5
1692,1
1693,1
1694,5
1695,3
1696,3
1697,2
1698,3
1699,1
1700,3
1701,1
1702,1
1703,1
1704,3
1705,5
1706,3
1707,3
1708,1
1709,2
1710,3
1711,1
1712,2
1713,5
1714,2
1715,5
1716,3
1717,1
1718,1
1719,1
1720,5
1721,2
1722,1
1723,1
1724,1
1725,1
1726,4
1727,2
1728,2
1729,2
1730,2
1731,1
1732,1
1733,3
1734,1
1735,1
1736,3
1737,1
1738,4
1739,1
1740,2
1741,2
1742,2
1743,3
1744,4
1745,2
1746,1
1747,1
1748,3
1749,1
1750,2
1751,5
1752,4
1753,1
1754,3
1755,1
1756,3
1757,2
1758,4
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,2
1766,1
1767,1
1768,2
1769,1
1770,1
1771,2
1772,1
1773,2
1774,3
1775,1
1776,1
1777,1
1778,1
1779,1
1780,3
1781,2
1782,5
1783,2
1784,1
1785,2
1786,1
1787,1
1788,1
1789,4
1790,1
1791,5
1792,4
1793,2
1794,2
1795,1
1796,3
1797,1
1798,2
1799,1
1800,4
1801,5
1802,1
1803,4
1804,5
1805,2
1806,1
1807,1
1808,1
1809,2
1810,1
1811,3
1812,1
1813,2
1814,1
1815,1
1816,1
1817,5
1818,1
1819,1
1820,1
1821,1
1822,4
1823,4
1824,1
1825,2
1826,2
1827,1
1828,1
1829,3
1830,1
1831,1
1832,1
1833,2
1834,2
1835,4
1836,2
1837,1
1838,2
1839,1
1840,1
1841,4
1842,1
1843,1
1844,1
1845,1
1846,3
1847,1
1848,3
1849,3
1850,1
1851,2
1852,2
1853,1
1854,1
1855,4
1856,2
1857,1
1858,2
1859,1
1860,1
1861,2
1862,2
1863,2
1864,1
1865,4
1866,2
1867,2
1868,5
1869,1
1870,1
1871,4
1872,1
1873,1
1874,4
1875,1
1876,1
1877,4
1878,4
1879,2
1880,1
1881,2
1882,1
1883,1
1884,2
1885,1
1886,2
1887,2
1888,2
1889,2
1890,1
1891,1
1892,2
1893,3
1894,4
1895,1
1896,3
1897,1
1898,1
1899,3
1900,3
1901,1
1902,2
1903,5
1904,3
1905,1
1906,1
1907,3
1908,2
1909,2
1910,2
1911,4
1912,3
1913,5
1914,3
1915,1
1916,1
1917,1
1918,1
1919,2
1920,5
1921,1
1922,3
1923,3
1924,1
1925,1
1926,4
1927,3
1928,2
1929,1
1930,4
1931,3
1932,0
1933,5
1934,1
1935,5
1936,1
1937,4
1938,4
1939,1
1940,1
1941,1
1942,1
1943,2
1944,1
1945,2
1946,4
1947,3
1948,1
1949,1
1950,2
1951,5
1952,5
1953,2
1954,5
1955,1
1956,2
1957,2
1958,1
1959,1
1960,1
1961,2
1962,2
1963,4
1964,2
1965,2
1966,4
1967,5
1968,1
1969,1
1970,3
1971,5
1972,4
1973,5
1974,1
1975,2
1976,2
1977,1
1978,4
1979,4
1980,1
1981,1
1982,2
1983,3
1984,5
1985,3
1986,2
1987,3
1988,1
1989,1
1990,4
1991,1
1992,1
1993,3
1994,1
1995,5
1996,3
1997,2
1998,2
1999,3
2000,1
2001,3
2002,1
2003,1
2004,2
2005,1
2006,1
2007,1
2008,4
2009,1
2010,5
2011,2
2012,2
2013,1
2014,3
2015,1
2016,4
2017,2
2018,2
2019,2
2020,1
2021,2
2022,4
2023,2
2024,2
2025,2
2026,1
2027,3
2028,2
2029,1
2030,1
2031,1
2032,1
2033,1
2034,4
2035,1
2036,3
2037,2
2038,3
2039,1
2040,1
2041,1
2042,4
2043,1
2044,2
2045,4
2046,2
2047,1
2048,1
2049,3
2050,2
2051,1
2052,2
2053,1
2054,1
2055,2
2056,1
2057,1
2058,3
2059,1
2060,4
2061,4
2062,1
2063,4
2064,3
2065,1
2066,3
2067,3
2068,1
2069,2
2070,1
2071,4
2072,1
2073,2
2074,1
2075,3
2076,1
2077,4
2078,1
2079,3
2080,2
2081,2
2082,3
2083,1
2084,4
2085,4
2086,3
2087,3
2088,1
2089,1
2090,5
2091,4
2092,1
2093,3
2094,2
2095,5
2096,5
2097,1
2098,1
2099,2
2100,3
2101,1
2102,1
2103,3
2104,1
2105,2
2106,2
2107,1
2108,2
2109,1
2110,1
2111,1
2112,4
2113,5
2114,3
2115,2
2116,1
2117,3
2118,1
2119,1
2120,1
2121,3
2122,1
2123,4
2124,2
2125,1
2126,3
2127,1
2128,4
2129,3
2130,1
2131,4
2132,2
2133,1
2134,3
2135,5
2136,3
2137,3
2138,2
2139,2
2140,1
2141,2
2142,3
2143,3
2144,3
2145,2
2146,4
2147,2
2148,1
2149,3
2150,3
2151,1
2152,1
2153,1
2154,3
2155,4
2156,4
2157,1
2158,2
2159,2
2160,1
2161,1
2162,2
2163,3
2164,3
2165,4
2166,1
2167,1
2168,4
2169,2
2170,1
2171,5
2172,1
2173,4
2174,1
2175,1
2176,4
2177,2
2178,4
2179,2
2180,2
2181,1
2182,2
2183,1
2184,3
2185,1
2186,3
2187,1
2188,1
2189,4
2190,2
2191,1
2192,2
2193,2
2194,1
2195,2
2196,3
2197,3
2198,1
2199,1
2200,1
2201,2
2202,1
2203,1
2204,1
2205,2
2206,5
2207,1
2208,5
2209,2
2210,1
2211,5
2212,3
2213,5
2214,1
2215,2
2216,1
2217,4
2218,3
2219,4
2220,3
2221,0
2222,2
2223,1
2224,1
2225,1
2226,3
2227,1
2228,1
2229,1
2230,1
2231,5
2232,1
2233,3
2234,5
2235,4
2236,2
2237,1
2238,2
2239,4
2240,2
2241,1
2242,2
2243,1
2244,3
2245,1
2246,1
2247,1
2248,4
2249,3
2250,3
2251,1
2252,3
2253,1
2254,2
2255,1
2256,1
2257,2
2258,4
2259,1
2260,5
2261,1
2262,1
2263,1
2264,1
2265,1
2266,1
2267,3
2268,1
2269,4
2270,1
2271,1
2272,3
2273,2
2274,3
2275,2
2276,1
2277,3
2278,2
2279,1
2280,2
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,4
2290,2
2291,2
2292,1
2293,3
2294,1
2295,4
2296,2
2297,3
2298,1
2299,2
2300,2
2301,1
2302,3
2303,3
2304,1
2305,5
2306,1
2307,2
2308,3
2309,1
2310,1
2311,1
2312,3
2313,1
2314,5
2315,4
2316,3
2317,1
2318,5
2319,1
2320,2
2321,2
2322,1
2323,2
2324,1
2325,1
2326,4
2327,2
2328,1
2329,1
2330,4
2331,1
2332,3
2333,1
2334,3
2335,3
2336,1
2337,1
2338,2
2339,5
2340,1
2341,2
2342,3
2343,1
2344,1
2345,1
2346,1
2347,1
2348,2
2349,2
2350,3
2351,2
2352,1
2353,1
2354,1
2355,2
2356,3
2357,3
2358,1
2359,3
2360,3
2361,4
2362,2
2363,3
2364,1
2365,4
2366,3
2367,1
2368,1
2369,1
2370,2
2371,2
2372,2
2373,1
2374,1
2375,2
2376,3
2377,1
2378,1
2379,2
2380,1
2381,1
2382,5
2383,1
2384,4
2385,3
2386,3
2387,2
2388,3
2389,3
2390,1
2391,4
2392,3
2393,1
2394,1
2395,3
2396,1
2397,1
2398,1
2399,2
2400,4
2401,4
2402,1
2403,2
2404,1
2405,1
2406,2
2407,3
2408,2
2409,1
2410,4
2411,1
2412,2
2413,5
2414,1
2415,4
2416,3
2417,3
2418,1
2419,1
2420,2
2421,2
2422,4
2423,2
2424,4
2425,3
2426,2
2427,3
2428,1
2429,3
2430,1
2431,3
2432,3
2433,3
2434,3
2435,2
2436,3
2437,1
2438,2
2439,1
2440,5
2441,5
2442,4
2443,1
2444,2
2445,1
2446,1
2447,2
2448,2
2449,3
2450,0
2451,1
2452,1
2453,1
2454,3
2455,4
2456,1
2457,2
2458,2
2459,1
2460,1
2461,2
2462,1
2463,5
2464,1
2465,1
2466,3
2467,2
2468,4
2469,1
2470,1
2471,2
2472,3
2473,1
2474,4
2475,2
2476,4
2477,2
2478,2
2479,3
2480,1
2481,3
2482,2
2483,2
2484,1
2485,1
2486,2
2487,1
2488,1
2489,1
2490,1
2491,2
2492,1
2493,3
2494,2
2495,1
2496,4
2497,4
2498,3
2499,5
2500,3
2501,1
2502,1
2503,4
2504,1
2505,2
2506,1
2507,4
2508,1
2509,1
2510,3
2511,2
2512,3
2513,3
2514,1
2515,1
2516,2
2517,1
2518,1
2519,4
2520,1
2521,5
2522,2
2523,3
2524,4
2525,1
2526,2
2527,2
2528,1
2529,1
2530,4
2531,3
2532,4
2533,1
2534,1
2535,4
2536,4
2537,5
2538,1
2539,3
2540,2
2541,4
2542,3
2543,3
2544,1
2545,3
2546,4
2547,2
2548,3
2549,5
2550,1
2551,3
2552,3
2553,5
2554,2
2555,3
2556,2
2557,1
2558,4
2559,1
2560,2
2561,3
2562,1
2563,4
2564,3
2565,1
2566,2
2567,1
2568,5
2569,4
2570,1
2571,3
2572,1
2573,1
2574,3
2575,3
2576,4
2577,2
2578,1
2579,1
2580,2
2581,4
2582,2
2583,3
2584,2
2585,1
2586,4
2587,3
2588,1
2589,3
2590,1
2591,5
2592,1
2593,1
2594,5
2595,2
2596,2
2597,1
2598,3
2599,4
2600,3
2601,1
2602,3
2603,2
2604,3
2605,3
2606,2
2607,1
2608,1
2609,2
2610,1
2611,4
2612,1
2613,1
2614,2
2615,2
2616,1
2617,4
2618,1
2619,3
2620,1
2621,1
2622,3
2623,2
2624,4
2625,4
2626,3
2627,1
2628,2
2629,2
2630,3
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,3
2638,1
2639,1
2640,1
2641,3
2642,1
2643,3
2644,5
2645,2
2646,4
2647,1
2648,1
2649,4
2650,5
2651,2
2652,1
2653,1
2654,1
2655,2
2656,1
2657,2
2658,1
2659,2
2660,5
2661,2
2662,0
2663,1
2664,2
2665,3
2666,4
2667,1
2668,5
2669,1
2670,1
2671,1
2672,4
2673,1
2674,3
2675,3
2676,2
2677,1
2678,4
2679,3
2680,2
2681,5
2682,2
2683,3
2684,1
2685,1
2686,1
2687,2
2688,5
2689,3
2690,1
2691,5
2692,1
2693,5
2694,1
2695,2
2696,1
2697,1
2698,2
2699,3
2700,1
2701,4
2702,2
2703,4
2704,1
2705,1
2706,1
2707,1
2708,1
2709,2
2710,3
2711,4
2712,1
2713,1
2714,1
2715,4
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,5
2724,2
2725,2
2726,3
2727,1
2728,4
2729,1
2730,2
2731,5
2732,1
2733,1
2734,1
2735,1
2736,2
2737,1
2738,4
2739,1
2740,3
2741,1
2742,4
2743,3
2744,1
2745,2
2746,1
2747,2
2748,4
2749,1
2750,1
2751,3
2752,4
2753,3
2754,1
2755,1
2756,4
2757,5
2758,1
2759,1
2760,1
2761,2
2762,3
2763,2
2764,1
2765,1
2766,1
2767,1
2768,2
2769,2
2770,1
2771,4
2772,4
2773,1
2774,4
2775,4
2776,2
2777,1
2778,1
2779,3
2780,4
2781,1
2782,1
2783,3
2784,2
2785,1
2786,1
2787,2
2788,3
2789,1
2790,3
2791,4
2792,1
2793,1
2794,3
2795,1
2796,1
2797,1
2798,1
2799,1
2800,2
2801,1
2802,1
2803,5
2804,1
2805,1
2806,1
2807,5
2808,3
2809,2
2810,3
2811,3
2812,1
2813,3
2814,3
2815,5
2816,4
2817,5
2818,2
2819,1
2820,1
2821,2
2822,5
2823,2
2824,2
2825,5
2826,2
2827,2
2828,1
2829,5
2830,1
2831,4
2832,1
2833,1
2834,3
2835,2
2836,1
2837,1
2838,4
2839,1
2840,2
2841,5
2842,3
2843,1
2844,2
2845,1
2846,1
2847,4
2848,3
2849,3
2850,3
2851,3
2852,1
2853,2
2854,3
2855,1
2856,4
2857,4
2858,2
2859,4
2860,3
2861,1
2862,3
2863,3
2864,1
2865,1
2866,1
2867,3
2868,2
2869,5
2870,3
2871,1
2872,4
2873,1
2874,1
2875,5
2876,2
2877,3
2878,1
2879,2
2880,4
2881,2
2882,3
2883,1
2884,3
2885,4
2886,3
2887,3
2888,2
2889,3
2890,1
2891,1
2892,2
2893,5
2894,1
2895,1
2896,1
2897,1
2898,4
2899,1
2900,3
2901,1
2902,1
2903,1
2904,2
2905,1
2906,1
2907,1
2908,1
2909,3
2910,1
2911,2
2912,1
2913,4
2914,1
2915,3
2916,5
2917,1
2918,1
2919,2
2920,2
2921,1
2922,3
2923,2
2924,2
2925,2
2926,1
2927,4
2928,3
2929,4
2930,1
2931,4
2932,1
2933,1
2934,1
2935,1
2936,4
2937,1
2938,5
2939,2
2940,1
2941,5
2942,3
2943,2
2944,1
2945,4
2946,3
2947,2
2948,2
2949,2
2950,2
2951,3
2952,1
2953,2
2954,1
2955,1
2956,3
2957,1
2958,1
2959,1
2960,1
2961,1
2962,3
2963,4
2964,1
2965,1
2966,3
2967,1
2968,1
2969,1
2970,1
2971,2
2972,3
2973,3
2974,2
2975,3
2976,4
2977,4
2978,1
2979,1
2980,1
2981,2
2982,2
2983,2
2984,5
2985,2
2986,3
2987,3
2988,1
2989,2
2990,4
2991,2
2992,1
2993,1
2994,1
2995,4
2996,1
