,cluster_id
28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
32,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
33,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
34,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
35,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
36,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
37,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
38,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
42,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
46,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
47,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
55,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
62,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
63,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
68,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
69,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
71,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
76,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
77,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
78,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
79,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
80,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
81,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
86,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
87,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
92,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
95,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
104,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
105,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
106,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
107,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
108,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
109,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
110,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
111,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
113,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
115,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
117,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
118,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
119,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
121,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
122,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
123,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
124,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
126,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
127,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
128,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
130,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
132,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
133,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
135,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
136,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
138,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
139,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
140,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
142,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
143,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
144,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
145,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
148,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
152,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
154,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
158,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
161,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
164,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
165,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
166,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
167,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
168,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
171,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
172,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
173,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
174,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
176,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
179,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
181,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
182,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
183,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
184,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
185,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
186,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
187,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
188,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
189,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
190,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
191,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
192,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
193,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
195,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
197,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
198,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
199,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
200,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
201,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
204,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
205,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
206,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
207,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
208,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
209,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
211,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
212,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
213,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
214,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
215,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
216,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
217,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
218,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
219,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
220,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
221,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
222,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
223,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
224,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
225,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
226,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
227,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
228,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
229,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
230,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
231,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
232,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
233,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
234,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
235,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
236,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
237,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
238,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
239,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
240,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
241,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
242,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
243,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
244,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
245,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
246,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
247,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
248,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
249,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
250,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
251,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
252,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
253,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
254,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
255,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
256,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
257,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
258,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
259,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
260,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
261,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
262,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
263,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
264,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
265,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
266,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
267,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
268,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
269,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
270,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
271,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
272,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
273,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
274,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
275,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
276,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
277,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
278,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
279,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
280,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
281,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
282,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
283,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
284,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
285,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
286,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
287,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
288,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
289,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
290,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
291,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
293,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
294,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
295,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
296,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
297,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
298,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
299,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
300,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
301,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
302,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
303,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
304,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
305,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
306,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
307,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
308,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
309,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
310,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
311,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
312,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
313,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
314,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
315,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
316,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
318,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
319,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
320,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
321,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
322,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
323,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
324,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
325,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
326,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
327,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
328,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
329,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
330,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
331,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
332,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
333,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
334,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
335,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
337,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
339,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
340,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
341,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
342,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
343,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
344,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
345,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
347,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
350,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
351,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
352,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
353,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
354,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
355,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
356,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
357,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
358,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
359,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
360,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
361,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
362,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
363,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
364,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
365,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
366,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
367,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
368,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
369,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
370,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
371,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
372,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
373,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
374,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
375,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
376,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
377,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
378,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
379,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
380,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
381,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
382,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
383,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
385,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
386,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
387,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
388,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
389,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
390,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
391,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
392,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
393,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
394,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
395,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
396,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
397,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
398,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
