,cluster_id
583,1
584,4
585,1
586,0
587,0
588,2
589,0
590,0
591,1
592,1
593,3
594,1
595,0
596,4
597,1
598,3
599,4
600,4
601,1
602,4
603,0
604,3
605,4
606,3
607,4
608,4
609,4
610,3
611,1
612,3
613,0
614,1
615,1
616,1
617,5
618,0
619,0
620,0
621,1
622,3
623,1
624,1
625,0
626,1
627,0
628,0
629,1
630,0
631,0
632,0
633,2
634,5
635,3
636,3
637,0
638,5
639,4
640,1
641,1
642,3
643,3
644,1
645,5
646,3
647,4
648,0
649,0
650,3
651,1
652,5
653,0
654,5
655,1
656,0
657,2
658,4
659,1
660,1
661,3
662,4
663,3
664,1
665,1
666,3
667,3
668,0
669,1
670,1
671,1
672,0
673,1
674,0
675,3
676,3
677,3
678,4
679,4
680,1
681,4
682,1
683,1
684,1
685,5
686,0
687,0
688,4
689,0
690,0
691,5
692,0
693,1
694,4
695,3
696,5
697,3
698,5
699,0
700,0
701,1
702,4
703,3
704,3
705,3
706,4
707,0
708,3
709,4
710,5
711,1
712,0
713,1
714,3
715,1
716,4
717,4
718,3
719,1
720,4
721,4
722,1
723,3
724,0
725,5
726,1
727,4
728,3
729,0
730,1
731,3
732,3
733,0
734,2
735,0
736,0
737,3
738,0
739,0
740,3
741,0
742,4
743,1
744,4
745,4
746,0
747,4
748,1
749,4
750,3
751,4
752,3
753,3
754,0
755,3
756,5
757,0
758,0
759,0
760,3
761,0
762,0
763,4
764,0
765,3
766,3
767,4
768,1
769,3
770,0
771,3
772,3
773,0
774,1
775,0
776,1
777,4
778,1
779,4
780,5
781,3
782,0
783,0
784,1
785,3
786,3
787,0
788,0
789,0
790,1
791,4
792,3
793,0
794,1
795,1
796,3
797,0
798,1
799,1
800,1
801,1
802,3
803,0
804,3
805,1
806,4
807,0
808,4
809,3
810,3
811,5
812,3
813,0
814,2
815,1
816,3
817,5
818,0
819,5
820,0
821,1
822,5
823,3
824,1
825,3
826,5
827,4
828,4
829,1
830,2
831,4
832,0
833,0
834,0
835,3
836,3
837,3
838,3
839,5
840,1
841,5
842,3
843,1
844,4
845,5
846,5
847,0
848,3
849,3
850,3
851,0
852,3
853,0
854,0
855,4
856,3
857,3
858,0
859,0
860,0
861,0
862,3
863,4
864,0
865,3
866,1
867,1
868,4
869,3
870,0
871,1
872,2
873,2
874,4
875,4
876,1
877,1
878,1
879,0
880,1
881,4
882,4
883,0
884,2
885,3
886,1
887,0
888,0
889,5
890,1
891,1
892,3
893,4
894,1
895,5
896,0
897,1
898,1
899,0
900,3
901,1
902,0
903,5
904,3
905,3
906,1
907,3
908,3
909,4
910,0
911,3
912,5
913,5
914,1
915,1
916,1
917,1
918,1
919,1
920,5
921,5
922,3
923,0
924,1
925,4
926,4
927,1
928,0
929,3
930,1
931,4
932,4
933,1
934,0
935,1
936,1
937,4
938,1
939,3
940,3
941,3
942,0
943,1
944,1
945,0
946,1
947,3
948,0
949,1
950,1
951,4
952,0
953,2
954,2
955,5
956,1
957,1
958,5
959,3
960,1
961,4
962,1
963,1
964,1
965,1
966,3
967,3
968,3
969,2
970,4
971,1
972,0
973,0
974,0
975,4
976,0
977,2
978,3
979,3
980,0
981,1
982,1
983,0
984,0
985,5
986,1
987,1
988,1
989,1
990,1
991,5
992,3
993,3
994,1
995,0
996,1
997,1
998,4
999,0
1000,3
1001,3
1002,5
1003,0
1004,0
1005,1
1006,5
1007,0
1008,3
1009,4
1010,2
1011,1
1012,0
1013,2
1014,1
1015,1
1016,1
1017,0
1018,3
1019,2
1020,3
1021,1
1022,0
1023,3
1024,1
1025,3
1026,0
1027,5
1028,0
1029,3
1030,4
1031,3
1032,1
1033,1
1034,1
1035,1
1036,2
1037,5
1038,3
1039,1
1040,0
1041,3
1042,1
1043,1
1044,3
1045,3
1046,3
1047,0
1048,1
1049,1
1050,5
1051,5
1052,1
1053,1
1054,1
1055,4
1056,3
1057,0
1058,4
1059,5
1060,1
1061,0
1062,3
1063,3
1064,1
1065,3
1066,3
1067,3
1068,4
1069,1
1070,3
1071,3
1072,5
1073,4
1074,0
1075,0
1076,2
1077,4
1078,5
1079,0
1080,1
1081,0
1082,4
1083,1
1084,4
1085,4
1086,2
1087,1
1088,3
1089,0
1090,0
1091,4
1092,4
1093,1
1094,1
1095,1
1096,1
1097,1
1098,0
1099,4
1100,0
1101,3
1102,2
1103,3
1104,3
1105,1
1106,1
1107,3
1108,1
1109,0
1110,0
1111,0
1112,3
1113,3
1114,0
1115,4
1116,1
1117,1
1118,1
1119,3
1120,3
1121,3
1122,3
1123,3
1124,0
1125,4
1126,0
1127,1
1128,5
1129,1
1130,0
1131,0
1132,3
1133,0
1134,1
1135,1
1136,5
1137,0
1138,1
1139,1
1140,3
1141,1
1142,0
1143,1
1144,1
1145,1
1146,4
1147,4
1148,0
1149,0
1150,0
1151,3
1152,0
1153,1
1154,1
1155,3
1156,3
1157,0
1158,0
1159,4
1160,4
1161,3
1162,3
1163,4
1164,3
1165,3
1166,0
1167,1
1168,0
1169,1
1170,3
1171,3
1172,0
1173,3
1174,4
1175,0
1176,3
1177,4
1178,1
1179,1
1180,3
1181,2
1182,0
1183,1
1184,1
1185,2
1186,0
1187,5
1188,3
1189,1
1190,3
1191,0
1192,1
1193,0
1194,0
1195,1
1196,3
1197,4
1198,1
1199,4
1200,3
1201,3
1202,5
1203,3
1204,5
1205,4
1206,0
1207,5
1208,1
1209,3
1210,3
1211,0
1212,4
1213,1
1214,1
1215,0
1216,0
1217,5
1218,2
1219,3
1220,5
1221,0
1222,3
1223,1
1224,5
1225,4
1226,3
1227,3
1228,5
1229,0
1230,1
1231,3
1232,1
1233,3
1234,0
1235,5
1236,0
1237,2
1238,5
1239,4
1240,3
1241,1
1242,1
1243,5
1244,3
1245,5
1246,1
1247,1
1248,3
1249,5
1250,3
1251,1
1252,0
1253,2
1254,5
1255,1
1256,0
1257,1
1258,4
1259,0
1260,2
1261,4
1262,3
1263,5
1264,4
1265,3
1266,0
1267,3
1268,1
1269,0
1270,0
1271,1
1272,3
1273,3
1274,4
1275,3
1276,3
1277,0
1278,1
1279,3
1280,0
1281,4
1282,4
1283,4
1284,5
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,3
1292,4
1293,0
1294,3
1295,0
1296,0
1297,1
1298,0
1299,0
1300,4
1301,3
1302,1
1303,3
1304,3
1305,1
1306,3
1307,0
1308,3
1309,0
1310,3
1311,0
1312,4
1313,0
1314,1
1315,5
1316,1
1317,1
1318,0
1319,3
1320,1
1321,1
1322,4
1323,3
1324,1
1325,1
1326,1
1327,0
1328,4
1329,4
1330,1
1331,0
1332,1
1333,5
1334,3
1335,5
1336,1
1337,0
1338,1
1339,4
1340,3
1341,1
1342,5
1343,1
1344,3
1345,5
1346,1
1347,5
1348,0
1349,1
1350,0
1351,4
1352,1
1353,3
1354,3
1355,1
1356,4
1357,1
1358,0
1359,0
1360,1
1361,1
1362,5
1363,3
1364,3
1365,5
1366,3
1367,1
1368,3
1369,1
1370,1
1371,5
1372,1
1373,4
1374,4
1375,0
1376,1
1377,4
1378,0
1379,1
1380,0
1381,4
1382,1
1383,1
1384,3
1385,3
1386,1
1387,0
1388,0
1389,1
1390,0
1391,0
1392,4
1393,0
1394,1
1395,0
1396,1
1397,1
1398,2
1399,3
1400,1
1401,0
1402,1
1403,1
1404,0
1405,0
1406,3
1407,1
1408,3
1409,4
1410,1
1411,3
1412,0
1413,1
1414,5
1415,4
1416,1
1417,0
1418,1
1419,1
1420,1
1421,1
1422,0
1423,1
1424,3
1425,4
1426,0
1427,1
1428,1
1429,4
1430,3
1431,1
1432,3
1433,3
1434,1
1435,1
1436,4
1437,0
1438,4
1439,1
1440,0
1441,1
1442,4
1443,0
1444,1
1445,0
1446,1
1447,3
1448,1
1449,0
1450,1
1451,3
1452,1
1453,5
1454,1
1455,4
1456,1
1457,0
1458,0
1459,1
1460,1
1461,0
1462,1
1463,3
1464,3
1465,1
1466,0
1467,3
1468,3
1469,0
1470,1
1471,2
1472,3
1473,3
1474,3
1475,1
1476,0
1477,1
1478,3
1479,1
1480,0
1481,3
1482,5
1483,1
1484,0
1485,3
1486,0
1487,0
1488,4
1489,4
1490,5
1491,1
1492,0
1493,0
1494,0
1495,1
1496,0
1497,1
1498,3
1499,0
1500,0
1501,0
1502,1
1503,0
1504,0
1505,4
1506,1
1507,0
1508,3
1509,0
1510,5
1511,3
1512,0
1513,5
1514,3
1515,2
1516,3
1517,3
1518,0
1519,5
1520,5
1521,0
1522,0
1523,1
1524,3
1525,0
1526,5
1527,0
1528,0
1529,5
1530,0
1531,1
1532,3
1533,1
1534,0
1535,3
1536,4
1537,3
1538,3
1539,0
1540,3
1541,3
1542,3
1543,4
1544,2
1545,3
1546,3
1547,0
1548,1
1549,1
1550,1
1551,5
1552,4
1553,1
