,cluster_id
102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
104,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
107,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
111,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
114,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
117,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
118,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
119,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
120,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
121,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
126,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
127,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
128,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
129,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
130,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
136,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
137,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
145,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
148,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
153,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
159,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
161,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
164,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
165,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
166,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
167,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
168,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
169,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
170,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
171,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
172,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
173,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
174,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
176,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
181,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
182,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
183,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
184,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
185,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
186,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
187,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
188,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
189,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
190,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
192,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
193,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
195,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
196,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
198,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
199,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
200,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
201,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
204,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
205,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
206,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
207,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
208,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
209,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
210,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
211,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
212,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
213,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
214,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
215,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
216,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
217,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
218,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
219,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
220,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
221,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
222,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
223,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
224,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
225,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
226,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
227,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
228,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
229,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
230,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
231,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
232,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
233,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
234,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
235,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
236,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
237,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
238,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
239,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
240,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
241,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
242,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
243,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
244,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
245,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
246,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
247,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
248,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
249,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
250,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
251,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
252,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
253,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
254,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
255,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
256,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
257,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
258,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
259,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
260,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
261,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
262,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
263,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
264,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
265,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
266,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
267,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
268,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
269,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
270,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
271,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
272,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
273,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
274,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
275,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
276,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
277,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
278,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
279,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
280,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
281,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
282,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
283,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
284,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
285,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
286,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
287,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
288,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
289,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
290,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
291,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
293,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
294,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
295,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
296,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
297,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
298,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
299,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
300,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
301,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
302,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
303,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
304,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
305,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
306,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
307,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
308,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
309,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
310,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
311,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
312,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
313,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
314,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
315,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
316,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
317,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
318,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
319,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
320,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
321,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
322,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
323,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
324,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
325,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
326,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
327,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
328,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
329,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
330,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
331,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
332,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
333,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
334,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
336,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
337,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
339,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
341,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
342,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
343,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
344,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
345,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
347,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
348,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
350,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
351,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
352,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
353,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
354,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
355,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
356,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
357,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
358,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
359,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
360,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
361,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
362,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
363,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
364,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
365,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
366,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
367,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
